City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Chapais,CA,49.78,-74.85,30.2,54,1,13.87,clear sky
364,Alexandria,EG,31.22,29.96,75.2,57,40,8.05,scattered clouds
365,Warrington,GB,53.39,-2.58,51.8,71,0,17.22,clear sky
366,Hongjiang,CN,27.11,110.0,58.44,90,100,2.01,overcast clouds
367,Severo-Kurilsk,RU,50.68,156.12,42.76,74,97,20.58,overcast clouds
368,Kabalo,CD,-6.05,26.92,70.18,87,30,1.59,scattered clouds
369,Tuatapere,NZ,-46.13,167.68,55.99,70,25,7.0,scattered clouds
370,Awassa,ET,7.05,38.47,63.03,80,91,2.3,overcast clouds
371,Hasaki,JP,35.73,140.83,42.8,100,20,2.24,fog
372,Ust-Maya,RU,60.42,134.53,-8.19,90,49,2.3,scattered clouds
373,Kathmandu,NP,27.72,85.32,59.0,87,20,4.7,few clouds
374,Iranshahr,IR,27.2,60.68,64.4,11,0,6.93,clear sky
375,Koluszki,PL,51.74,19.82,44.01,93,90,3.36,overcast clouds
376,Dunmore Town,BS,25.5,-76.65,81.43,79,0,15.86,clear sky
377,Bontang,ID,0.13,117.5,77.22,88,100,8.57,overcast clouds
378,Bugiri,UG,0.57,33.74,67.01,88,100,5.88,overcast clouds
379,Faya,SA,18.39,42.45,64.4,82,0,2.84,clear sky
380,Malyye Derbety,RU,47.95,44.68,53.19,75,100,6.71,overcast clouds
381,Zafra,ES,38.42,-6.42,66.0,62,60,1.99,broken clouds
382,Riyadh,SA,24.69,46.72,69.8,40,0,2.24,clear sky
383,Sioux Lookout,CA,50.1,-91.92,39.2,83,90,12.75,light intensity drizzle
384,Lander,US,42.83,-108.73,55.4,24,1,3.36,clear sky
385,Kandrian,PG,-6.22,149.55,77.05,84,73,3.09,broken clouds
386,Nemuro,JP,43.32,145.57,48.76,68,94,6.53,overcast clouds
387,Aljezur,PT,37.32,-8.8,64.31,73,0,8.3,clear sky
388,Dubbo,AU,-32.25,148.62,48.2,100,0,3.33,clear sky
389,Okha,RU,53.57,142.95,37.0,86,100,11.61,overcast clouds
390,Klyuchi,RU,52.27,79.17,32.05,96,34,4.5,scattered clouds
391,Beloha,MG,-25.17,45.05,66.67,79,0,9.75,clear sky
392,Macapa,BR,0.04,-51.07,93.2,59,20,14.99,few clouds
393,Piacabucu,BR,-10.41,-36.43,79.56,78,28,13.4,scattered clouds
394,Yeppoon,AU,-23.13,150.73,73.4,83,40,4.7,scattered clouds
395,Mandera,KE,3.94,41.87,84.97,54,94,5.17,overcast clouds
396,Reyes,BO,-14.32,-67.38,89.6,40,3,5.82,clear sky
397,Tambacounda,SN,13.75,-13.76,84.2,79,0,4.7,clear sky
398,Moose Factory,CA,51.26,-80.61,39.2,59,75,14.99,broken clouds
399,Quatre Cocos,MU,-20.21,57.76,66.2,82,40,5.82,scattered clouds
400,Ust-Kulom,RU,61.69,53.69,29.05,98,57,6.8,broken clouds
401,Siwan,IN,26.22,84.37,73.35,54,14,5.5,few clouds
402,Bad Kissingen,DE,50.2,10.08,46.0,96,98,3.11,overcast clouds
403,Bosaso,SO,11.28,49.18,78.13,80,0,1.74,clear sky
404,Valparaiso,CL,-33.04,-71.63,59.0,100,90,6.93,fog
405,Vestmannaeyjar,IS,63.44,-20.27,42.8,75,20,10.29,few clouds
406,Winneba,GH,5.35,-0.62,80.6,88,20,9.17,few clouds
407,Bocicoiu Mare,RO,47.97,24.0,43.0,87,92,0.94,overcast clouds
408,Anahuac,MX,27.23,-100.15,75.2,31,5,9.28,clear sky
409,Vagur,FO,61.47,-6.81,49.15,85,50,10.25,light rain
410,Coahuayana,MX,18.73,-103.68,84.2,66,40,9.17,scattered clouds
411,Newcastle,AU,-32.93,151.78,60.01,87,4,6.93,clear sky
412,Lavrentiya,RU,65.58,-171.0,20.3,91,49,8.46,scattered clouds
413,Caravelas,BR,-17.71,-39.25,73.24,95,100,6.31,light rain
414,Axim,GH,4.87,-2.24,78.84,87,49,6.4,scattered clouds
415,Bambanglipuro,ID,-7.95,110.28,75.22,89,29,3.96,scattered clouds
416,Gimli,CA,50.63,-96.99,28.4,68,100,23.04,overcast clouds
417,Hambantota,LK,6.12,81.12,79.29,82,94,9.91,overcast clouds
418,Sao Borja,BR,-28.66,-56.0,74.07,59,20,15.75,few clouds
419,Dongsheng,CN,39.82,109.98,32.94,79,0,9.4,clear sky
420,Westport,US,41.14,-73.36,46.0,45,1,3.36,clear sky
421,General Roca,AR,-39.03,-67.58,86.0,15,0,10.29,clear sky
422,Saint-Pierre,RE,-21.34,55.48,66.2,59,0,3.36,clear sky
423,Chala,TZ,-7.58,31.27,64.4,72,40,2.15,scattered clouds
424,Diamantino,BR,-14.41,-56.45,86.86,50,98,5.26,overcast clouds
425,Labuan,MY,5.28,115.24,78.8,88,40,9.51,moderate rain
426,Cerro De Pasco,PE,-10.68,-76.27,45.77,73,98,1.57,heavy intensity rain
427,Naze,JP,28.37,129.48,73.4,73,75,10.29,broken clouds
428,Kodinsk,RU,58.69,99.18,5.63,93,0,0.96,clear sky
429,Namibe,AO,-15.2,12.15,75.29,69,37,3.15,light rain
430,Chengde,CN,40.97,117.94,40.73,53,16,8.39,few clouds
431,Saint Paul,US,44.94,-93.09,55.99,54,40,13.87,scattered clouds
432,Ler,SS,8.3,30.14,75.6,80,1,4.05,clear sky
433,Chilca,PE,-12.52,-76.74,66.99,72,75,10.29,broken clouds
434,Fortuna,US,40.6,-124.16,63.0,72,20,8.05,few clouds
435,Nortelandia,BR,-14.45,-56.8,88.09,47,88,4.63,overcast clouds
436,Olafsvik,IS,64.89,-23.71,43.54,76,43,8.19,light rain
437,Champerico,GT,14.3,-91.92,89.6,55,75,6.93,broken clouds
438,Vangaindrano,MG,-23.35,47.6,68.4,75,94,4.97,overcast clouds
439,Iracoubo,GF,5.48,-53.2,84.02,72,100,12.82,heavy intensity rain
440,Saint-Francois,FR,46.42,3.91,51.01,100,64,4.7,broken clouds
441,Grindavik,IS,63.84,-22.43,39.2,93,75,5.82,broken clouds
442,Whitianga,NZ,-36.83,175.7,68.0,79,62,5.99,broken clouds
443,Ukiah,US,39.15,-123.21,77.0,26,1,3.15,clear sky
444,Constantine,DZ,36.37,6.61,59.0,62,0,1.99,clear sky
445,Warrnambool,AU,-38.38,142.48,50.0,93,50,4.65,scattered clouds
446,Bonfim,BR,3.08,-59.95,94.5,44,76,6.85,broken clouds
447,Yining,CN,29.04,114.56,60.19,89,100,1.28,light rain
448,Hovd,MN,48.01,91.64,26.44,86,0,1.43,clear sky
449,Bandarbeyla,SO,9.49,50.81,77.95,83,49,13.73,scattered clouds
450,Dingzhou,CN,38.51,115.0,46.4,49,0,4.47,clear sky
451,Pombas,CV,17.15,-25.02,77.0,69,75,27.51,broken clouds
452,Paita,PE,-5.09,-81.11,73.4,69,0,12.75,clear sky
453,Tshane,BW,-24.02,21.87,77.34,43,100,9.62,light rain
454,Havre,FR,49.58,0.33,53.6,76,90,11.41,overcast clouds
455,Vetapalem,IN,15.78,80.32,75.56,74,0,6.53,clear sky
456,Linhares,BR,-19.39,-40.07,69.67,95,100,8.19,moderate rain
457,Kasongo-Lunda,CD,-6.47,16.82,72.77,87,97,0.29,light rain
458,Henties Bay,NA,-22.12,14.28,55.99,90,79,1.01,broken clouds
459,Dubai,AE,25.26,55.3,78.8,78,0,5.82,clear sky
460,Namatanai,PG,-3.67,152.43,80.62,79,84,6.4,broken clouds
461,Cayenne,GF,4.93,-52.33,84.2,74,98,14.99,overcast clouds
462,Martinsburg,US,39.46,-77.96,50.0,49,90,3.36,overcast clouds
463,Mineros,BO,-17.12,-63.23,89.6,25,2,17.22,clear sky
464,Pangnirtung,CA,66.15,-65.71,19.4,52,75,2.24,broken clouds
465,Octeville,FR,49.63,-1.64,54.0,76,0,10.29,clear sky
466,Kabo,CF,7.7,18.63,74.75,78,0,4.21,clear sky
467,Kiruna,SE,67.86,20.23,17.6,100,25,9.17,mist
468,Izmit,TR,40.77,29.92,42.8,100,40,1.12,scattered clouds
469,Dandong,CN,40.13,124.39,47.34,90,38,3.85,scattered clouds
470,Taga,RO,46.95,24.05,43.0,93,40,8.05,scattered clouds
471,Eureka,US,40.8,-124.16,63.0,93,90,3.36,mist
472,Miles City,US,46.41,-105.84,46.4,31,1,27.51,clear sky
473,Colares,PT,38.8,-9.45,64.99,88,40,4.7,scattered clouds
474,Qaqortoq,GL,60.72,-46.03,23.0,73,40,1.48,scattered clouds
475,Potiskum,NG,11.71,11.07,81.32,23,0,9.75,clear sky
476,Ihosy,MG,-22.4,46.12,60.06,82,14,8.5,few clouds
477,Amapa,BR,1.0,-52.0,96.03,33,92,7.14,overcast clouds
478,Santa Cruz De La Palma,ES,28.68,-17.76,77.0,33,0,9.17,clear sky
479,Vila,PT,42.03,-8.16,59.0,94,100,7.0,overcast clouds
480,Amahai,ID,-3.33,128.92,82.0,89,56,2.73,broken clouds
481,Neryungri,RU,56.67,124.65,4.15,92,100,6.69,overcast clouds
482,Nizhniy Kuranakh,RU,58.84,125.49,-5.31,90,95,1.83,overcast clouds
483,Batemans Bay,AU,-35.72,150.18,57.0,96,100,1.01,light rain
484,San Quintin,MX,30.48,-115.95,76.28,40,52,7.92,broken clouds
485,Luxeuil-Les-Bains,FR,47.82,6.37,46.4,100,98,2.24,overcast clouds
486,Maymyo,MM,22.03,96.47,75.2,94,75,2.24,broken clouds
487,Dwarka,IN,22.24,68.97,81.9,49,0,8.16,clear sky
488,Antropovo,RU,58.4,43.01,31.89,97,45,6.06,scattered clouds
489,Mizdah,LY,31.45,12.98,57.43,84,0,6.15,clear sky
490,Bay Roberts,CA,47.6,-53.26,35.01,72,100,5.99,overcast clouds
491,Perigueux,FR,45.18,0.72,55.0,87,91,3.65,overcast clouds
492,Deputatskiy,RU,69.3,139.9,-7.6,91,98,4.92,overcast clouds
493,Nabire,ID,-3.37,135.48,76.15,89,99,3.62,overcast clouds
494,Evensk,RU,61.95,159.23,22.17,93,50,11.92,scattered clouds
495,Townsville,AU,-19.25,146.8,75.0,94,11,1.12,few clouds
496,Vilani,LV,56.55,26.92,43.61,93,6,5.46,clear sky
497,Caluquembe,AO,-13.78,14.68,62.49,85,100,1.1,overcast clouds
498,Komsomolskiy,UZ,40.43,71.72,41.0,38,0,6.93,clear sky
499,Itarema,BR,-2.92,-39.92,81.81,74,100,15.46,overcast clouds
500,Sao Joao Da Barra,BR,-21.64,-41.05,71.6,94,90,18.34,overcast clouds
501,Bom Jesus,BR,-9.07,-44.36,84.65,60,98,3.67,light rain
502,Calw,DE,48.71,8.74,48.99,93,0,1.12,clear sky
503,Zaysan,KZ,47.47,84.87,31.78,90,0,2.24,clear sky
504,Karpogory,RU,64.0,44.45,29.71,97,0,3.85,clear sky
505,Rawlins,US,41.79,-107.24,51.8,29,1,11.41,clear sky
506,Cabedelo,BR,-6.98,-34.83,82.4,74,40,11.41,scattered clouds
507,Bastrop,US,32.76,-91.87,66.2,45,1,3.76,clear sky
508,Sorong,ID,-0.88,131.25,80.67,83,94,10.89,overcast clouds
509,Tongling,CN,30.95,117.78,58.55,81,100,3.47,light rain
510,Santa Maria,BR,-29.68,-53.81,73.4,46,75,14.99,broken clouds
511,Bereda,ES,43.27,-7.54,63.0,88,100,13.0,overcast clouds
512,Kuytun,RU,54.34,101.5,14.74,86,8,9.84,clear sky
513,Saint-Gaudens,FR,43.08,0.67,57.99,76,0,5.82,clear sky
514,Mozarlandia,BR,-14.74,-50.57,75.56,87,100,3.31,overcast clouds
515,Vila Franca Do Campo,PT,37.72,-25.43,69.8,94,75,17.22,broken clouds
516,Orgovany,HU,46.75,19.47,42.01,93,20,2.24,light rain
517,Boguchany,RU,58.38,97.45,8.33,93,0,1.81,clear sky
518,Basco,PH,20.45,121.97,78.21,72,98,25.37,overcast clouds
519,Nome,US,64.5,-165.41,8.6,78,1,7.9,clear sky
520,Mwinilunga,ZM,-11.74,24.43,66.49,53,99,2.08,overcast clouds
521,Misratah,LY,32.38,15.09,70.09,68,26,11.1,light rain
522,Moron,AR,-34.65,-58.62,75.0,43,0,12.75,clear sky
523,Pacasmayo,PE,-7.4,-79.57,68.34,71,52,12.35,broken clouds
524,Ajdabiya,LY,30.76,20.23,67.98,58,0,11.81,clear sky
525,Calamar,CO,10.25,-74.91,82.4,78,75,8.05,shower rain
526,Altay,CN,47.87,88.12,25.03,81,0,1.74,clear sky
527,Crestline,US,34.24,-117.29,91.4,7,5,7.34,clear sky
528,Mareeba,AU,-17.0,145.43,71.6,94,0,1.12,clear sky
529,Lindi,TZ,-10.0,39.72,75.2,88,40,2.98,scattered clouds
530,Jeremie,HT,18.65,-74.12,84.7,70,100,7.31,light rain
531,Bulihan,PH,14.27,121.0,80.6,74,75,4.7,light rain
532,Sinop,TR,41.77,34.87,49.86,67,81,2.82,broken clouds
533,Mayskiy,RU,47.69,40.1,53.6,93,40,15.66,scattered clouds
534,Saa,CM,4.37,11.45,69.75,98,100,3.22,overcast clouds
535,Jintur,IN,19.62,76.7,70.36,57,0,1.92,clear sky
536,Kungurtug,RU,50.6,97.52,18.86,93,95,3.15,overcast clouds
537,Batticaloa,LK,7.71,81.69,80.11,82,93,6.04,light rain
538,Bowen,AU,-20.02,148.23,66.2,93,0,3.36,clear sky
539,Sur,OM,22.57,59.53,70.21,56,0,1.5,clear sky
540,Mundi,IN,22.07,76.5,68.81,43,0,5.55,clear sky
541,Stawell,AU,-37.05,142.77,43.95,94,22,12.01,few clouds
542,Sabang,ID,5.89,95.32,82.15,77,85,12.66,light rain
543,Nicoya,CR,10.15,-85.45,86.0,74,40,8.05,scattered clouds
544,The Valley,AI,18.22,-63.06,86.0,70,20,17.22,haze
545,Lazaro Cardenas,MX,17.96,-102.2,85.77,63,71,8.48,broken clouds
546,Wuwei,CN,37.93,102.64,39.6,60,100,2.93,overcast clouds
547,Lahat,ID,-3.8,103.53,73.76,90,100,1.01,overcast clouds
548,Qidong,CN,31.81,121.66,64.0,90,87,4.85,overcast clouds
549,Fuerte Olimpo,PY,-21.04,-57.87,88.9,37,19,8.46,few clouds
550,Arona,ES,28.1,-16.68,84.2,17,0,23.04,clear sky
551,Derzhavinsk,KZ,51.1,66.32,38.08,69,12,7.36,few clouds
552,Kalmar,SE,56.66,16.36,51.01,93,67,11.41,broken clouds
553,Farmington,US,36.73,-108.22,66.0,25,1,16.11,clear sky
554,Huanuco,PE,-9.93,-76.24,69.8,60,90,10.29,overcast clouds
555,Ilulissat,GL,69.22,-51.1,19.4,73,75,6.93,broken clouds
556,Saint-Louis,SN,16.33,-15.0,91.94,11,0,11.14,clear sky
557,Santa Helena De Goias,BR,-17.81,-50.6,84.24,56,90,6.98,light rain
558,Sao Filipe,CV,14.9,-24.5,80.51,63,71,12.46,broken clouds
559,Trincomalee,LK,8.57,81.23,80.29,75,4,4.88,moderate rain
560,Sundargarh,IN,22.12,84.03,70.18,70,12,3.53,few clouds
561,Lewistown,US,40.6,-77.57,48.2,49,90,6.93,overcast clouds
562,Chancay,PE,-11.57,-77.27,66.99,72,75,10.29,broken clouds
563,Numan,NG,9.47,12.03,83.62,33,11,1.48,few clouds
564,Abapo,BO,-18.83,-63.47,84.49,23,37,10.16,scattered clouds
565,Babanka,UA,48.71,30.45,47.35,88,100,14.34,light rain
566,Ginda,IN,30.69,78.49,52.34,40,0,6.42,clear sky
567,Praia,CV,14.92,-23.51,77.0,78,75,19.46,broken clouds
568,Wucheng,CN,29.6,118.17,59.14,77,94,2.44,moderate rain
569,Baykit,RU,61.67,96.37,0.86,89,72,2.62,broken clouds
570,Neiafu,TO,-18.65,-173.98,73.4,94,90,2.24,light intensity shower rain
571,Kano,NG,12.0,8.52,75.2,44,1,6.13,haze
572,Bhunya,SZ,-26.55,31.02,59.31,86,100,2.35,overcast clouds
573,Caucaia,BR,-3.74,-38.65,84.2,70,20,14.99,few clouds
574,Kichera,RU,55.94,110.1,19.13,83,95,7.76,overcast clouds
575,Taywarah,AF,33.35,64.42,21.74,80,0,1.12,clear sky
576,Kysyl-Syr,RU,63.9,122.76,-5.85,91,99,3.33,overcast clouds
577,Kayasula,RU,44.33,45.0,56.95,96,100,3.31,overcast clouds
578,Heide,DE,54.2,9.1,54.0,91,68,1.01,broken clouds
579,Krasnoselkup,RU,65.7,82.47,31.68,99,100,19.39,overcast clouds
580,Richards Bay,ZA,-28.78,32.04,66.04,81,100,8.21,overcast clouds
581,Fochville,ZA,-26.49,27.49,61.52,83,100,12.59,moderate rain
582,Nizhneivkino,RU,58.19,49.52,37.0,84,97,9.01,overcast clouds
583,Cay,TR,38.59,31.03,48.83,61,0,1.23,clear sky
584,Xam Nua,LA,20.42,104.04,63.09,93,72,1.86,broken clouds
585,Hervey Bay,AU,-25.3,152.85,77.0,80,1,5.99,clear sky
586,Mombaca,BR,-5.74,-39.63,92.59,36,100,7.11,overcast clouds
587,Talara,PE,-4.58,-81.27,73.4,69,0,12.75,clear sky
588,Shirgaon,IN,19.7,72.7,78.96,59,7,2.86,clear sky
589,Ulladulla,AU,-35.35,150.47,59.0,100,90,17.22,overcast clouds
590,Carutapera,BR,-1.2,-46.02,82.92,70,31,9.4,scattered clouds
591,High Level,CA,58.52,-117.14,26.6,86,75,6.93,broken clouds
592,Inuvik,CA,68.35,-133.72,1.4,84,96,1.12,overcast clouds
593,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,89.56,60,93,1.72,light rain
594,Panama City,PA,8.99,-79.52,86.0,74,40,11.41,scattered clouds
595,Ennepetal,DE,51.3,7.36,57.0,83,91,12.28,moderate rain
596,Srednekolymsk,RU,67.45,153.68,5.36,95,100,2.84,overcast clouds
597,Chimbote,PE,-9.09,-78.58,66.9,74,100,9.26,overcast clouds
598,Corowa,AU,-36.03,146.38,48.0,95,0,4.88,clear sky
599,Rusetu,RO,44.95,27.22,44.6,75,40,6.93,scattered clouds
600,Mansa,IN,29.98,75.38,63.39,24,0,3.11,clear sky
601,Zhigalovo,RU,54.81,105.16,18.32,89,100,7.36,overcast clouds
602,Bayburt,TR,40.26,40.23,51.06,49,97,6.73,overcast clouds
603,Leshan,CN,29.56,103.76,60.39,59,100,0.58,overcast clouds
604,Mayo,US,38.89,-76.51,48.99,61,90,1.81,overcast clouds
605,Tecoanapa,MX,16.52,-98.75,85.1,66,2,9.4,clear sky
606,Trelew,AR,-43.25,-65.31,82.29,16,5,15.79,clear sky
607,Lasa,IT,46.62,10.7,44.6,40,0,3.36,clear sky
608,Nyrob,RU,60.73,56.72,30.34,96,98,10.02,overcast clouds
609,Aksu,CN,41.12,80.26,40.33,62,0,1.52,clear sky
610,Ust-Ishim,RU,57.69,71.17,33.78,92,100,7.87,overcast clouds
611,Usogorsk,RU,63.41,48.69,30.54,97,41,6.44,scattered clouds
612,Ishinomaki,JP,38.42,141.3,51.48,73,43,6.58,scattered clouds
613,Myre,NO,69.1,15.95,41.0,93,33,13.87,scattered clouds
614,Kawalu,ID,-7.38,108.21,71.65,89,98,1.34,light rain
615,Omsukchan,RU,62.53,155.8,15.12,94,100,6.98,overcast clouds
616,Great Falls,US,47.5,-111.3,50.0,42,1,12.75,clear sky
617,Aranos,NA,-24.13,19.12,76.44,39,54,12.08,broken clouds
618,Manbij,SY,36.53,37.95,59.0,47,0,13.13,clear sky
619,Homer,US,59.64,-151.55,27.0,45,1,8.05,clear sky
620,Rochegda,RU,62.8,43.25,30.24,97,0,2.33,clear sky
621,Doka,SD,13.52,35.77,79.41,48,27,7.96,scattered clouds
622,Comodoro Rivadavia,AR,-45.87,-67.5,68.0,56,0,4.7,clear sky
623,Healdsburg,US,38.61,-122.87,78.01,28,1,3.36,clear sky
624,Port Hedland,AU,-20.32,118.57,71.6,88,0,5.82,clear sky
625,Tessalit,ML,20.2,1.01,80.53,16,11,9.73,few clouds
626,Papara,BR,-3.98,-38.73,84.2,70,20,14.99,few clouds
627,Maroantsetra,MG,-15.43,49.73,69.42,79,100,5.77,light rain
628,Loandjili,CG,-4.76,11.86,78.8,88,75,8.05,broken clouds
629,Fukue,JP,32.69,128.84,68.34,58,13,12.5,few clouds
630,Belorechensk,RU,44.76,39.87,55.4,93,40,4.47,scattered clouds
631,Seoul,KR,37.57,126.98,57.2,71,90,8.21,moderate rain
632,Formosa,AR,-26.18,-58.18,84.2,30,0,14.99,clear sky
633,Dalby,AU,-27.18,151.27,66.99,51,0,5.01,clear sky
634,Tieli,CN,46.95,128.05,37.33,76,100,13.62,overcast clouds
635,Mehamn,NO,71.04,27.85,36.14,91,100,12.46,overcast clouds
636,Wanning,CN,18.8,110.4,71.67,87,8,8.7,clear sky
637,Saint-Georges,GD,12.06,-61.75,80.6,88,75,17.22,broken clouds
638,Kieta,PG,-6.22,155.63,79.92,79,37,1.12,light rain
639,Nola,IT,40.92,14.53,60.01,93,0,3.36,clear sky
640,Paonta Sahib,IN,30.45,77.62,67.51,43,0,4.38,clear sky
641,Sassandra,CI,4.95,-6.08,77.97,89,94,4.81,overcast clouds
642,Bauchi,NG,10.5,10.0,79.02,32,0,5.23,clear sky
643,Shenjiamen,CN,29.96,122.3,65.8,79,92,6.08,overcast clouds
644,Ndele,CF,8.41,20.65,73.83,79,17,2.04,few clouds
645,Sitka,US,57.05,-135.33,51.8,87,90,25.28,light rain
646,Ust-Tsilma,RU,65.44,52.15,33.19,93,95,7.94,overcast clouds
647,Ngorongoro,TZ,-3.24,35.49,56.1,78,3,6.53,clear sky
648,Erzin,TR,36.96,36.2,73.99,68,0,1.54,light rain
649,Pauna,CO,5.66,-73.98,74.23,80,60,2.06,moderate rain
650,Villefranche-De-Rouergue,FR,44.33,2.0,53.01,93,0,2.24,clear sky
651,Catuday,PH,16.29,119.81,77.9,83,57,8.52,broken clouds
652,Port Macquarie,AU,-31.43,152.92,62.01,99,0,1.99,clear sky
653,Sangar,RU,63.92,127.47,-14.93,89,24,2.33,few clouds
654,Crestview,US,30.76,-86.57,77.0,41,20,4.7,few clouds
655,San Lorenzo,PY,-25.33,-57.53,86.0,33,40,12.75,scattered clouds
656,Hare Bay,CA,48.85,-54.01,32.0,93,94,5.82,overcast clouds
657,Rafaela,AR,-31.25,-61.49,79.0,16,0,3.0,clear sky
658,Havelock,US,34.88,-76.9,64.4,52,1,13.87,clear sky
659,Tias,ES,28.96,-13.64,73.4,69,0,8.05,clear sky
660,Rocha,UY,-34.48,-54.33,61.59,72,6,8.7,clear sky
661,Eresos,GR,39.17,25.93,61.0,51,0,5.82,clear sky
662,Santa Cruz,BO,-17.8,-63.17,89.6,22,0,19.46,clear sky
663,Zell Am See,AT,47.33,12.79,46.0,94,60,1.99,broken clouds
664,Sosua,DO,19.77,-70.52,77.0,94,75,15.23,broken clouds
665,Sambava,MG,-14.27,50.17,69.48,79,11,13.2,few clouds
666,Ulenje,TZ,-8.93,33.68,57.54,80,2,3.38,clear sky
667,Howard Springs,AU,-12.5,131.05,78.8,88,51,3.36,broken clouds
668,Grande Prairie,CA,55.17,-118.8,39.2,60,90,24.16,overcast clouds
669,Boma,GH,7.08,-2.17,76.32,75,0,1.97,clear sky
670,Alice Springs,AU,-23.7,133.88,66.2,29,82,9.17,broken clouds
671,Holme,DK,56.11,10.17,55.4,93,100,8.05,overcast clouds
672,Sechura,PE,-5.56,-80.82,73.27,61,99,16.69,overcast clouds
673,Tyukhtet,RU,56.54,89.3,32.67,97,100,6.98,overcast clouds
674,Wainwright,CA,52.84,-110.86,37.4,74,3,6.93,clear sky
675,Aban,RU,56.67,96.06,16.48,88,0,3.96,clear sky
676,Kulhudhuffushi,MV,6.62,73.07,82.51,72,21,7.94,few clouds
677,Halifax,CA,44.65,-63.57,44.01,38,0,5.82,clear sky
678,Marsaxlokk,MT,35.84,14.54,64.99,88,0,4.7,clear sky
679,Zlitan,LY,32.47,14.57,69.69,63,19,8.39,few clouds
680,Praia Da Vitoria,PT,38.73,-27.07,71.6,88,40,13.73,light intensity shower rain
681,Doha,QA,25.29,51.53,80.6,74,0,3.36,clear sky
682,Poya,NC,-21.35,165.15,76.59,69,1,7.11,clear sky
683,Paveh,IR,35.04,46.36,43.02,61,30,1.32,scattered clouds
